,Pmult_ChP5-3,Pmult_strain16,Pmult_strain17,Pmult_G1-2,Pmult_PrO166-3,Pmult_strain4,Pmult_Kr154-4,Pmult_Ir3-6,Pmult_D237-6,Pmult_SPb63-2,Pmult_SR212-9,Pmult_SR213-1,Pmult_AMA5-7,Pmult_ThK-16,Pmult_K4-2,Pmult_SK6-3,Pmult_Wg8,Pmult_BR,Pmult_R51-6,Pmult_L72-1,Pmult_CyP5-3,Pmult_ITR,Pmult_OmN-1,Pmult_Or4-3,Pmult_LB-1,Pmult_MSA-5,Pmult_ChP10-2,Pfok_FCB10-1,Pfok_SMM81-1,Pfok_PL4-1,Pfok_T42-1,Pfok_AM,Pfok_strain14,Pfok_CyL3-21,Pfok_strain6,Pfok_strain12,Pfok_US_Bl_16I1,Plyn_SP-1,Plyn_HSG3-10,Plyn_SD11-9,Plyn_ShKm41,Plyn_TRB101-1,Plyn_TRB101-4,Plyn_PO16-1,Plyn_C8-2,Plyn_V105-1,Pcaud_Kr113-3,Pcaud_K5-2,Pcaud_43c3d,Pcaud_CA,Pcaud_GB4-26
Pfok_strain12,0.0195220756,0.0195220756,0.0195220756,0.0195220756,0.0195220756,0.0195220756,0.0195220756,0.0195220756,0.0195220756,0.0195220756,0.0195220756,0.0195220756,0.0195220756,0.0195220756,0.0185336735,0.0185336735,0.0185336735,0.0185336735,0.0185336735,0.0185336735,0.0205117578,0.0205402053,0.0195491561,0.0205402053,0.019561508000000002,0.0205318029,0.0195998314,0.0095877151,0.0095877151,0.0095877151,0.0105680478,0.008611340600000001,0.008611340600000001,0.008611340600000001,0.0095745739,0.0,0.0,0.071779183,0.071779183,0.07424473549999999,0.0706802517,0.0706802517,0.0706802517,0.0695825776,0.06948329269999999,0.06948329269999999,0.0690430049,0.0702317574,0.07305107150000001,0.06918916480000001,0.066868442
Pfok_US_Bl_16I1,0.0195220756,0.0195220756,0.0195220756,0.0195220756,0.0195220756,0.0195220756,0.0195220756,0.0195220756,0.0195220756,0.0195220756,0.0195220756,0.0195220756,0.0195220756,0.0195220756,0.0185336735,0.0185336735,0.0185336735,0.0185336735,0.0185336735,0.0185336735,0.0205117578,0.0205402053,0.0195491561,0.0205402053,0.019561508000000002,0.0205318029,0.0195998314,0.0095877151,0.0095877151,0.0095877151,0.0105680478,0.008611340600000001,0.008611340600000001,0.008611340600000001,0.0095745739,0.0,0.0,0.071779183,0.071779183,0.07424473549999999,0.0706802517,0.0706802517,0.0706802517,0.0695825776,0.06948329269999999,0.06948329269999999,0.0690430049,0.0702317574,0.07305107150000001,0.06918916480000001,0.066868442
Plyn_SP-1,0.0725703806,0.0725703806,0.0725703806,0.0725703806,0.0725703806,0.0725703806,0.0725703806,0.0725703806,0.0725703806,0.0725703806,0.0725703806,0.0725703806,0.0725703806,0.0725703806,0.073667125,0.073667125,0.073667125,0.073667125,0.073667125,0.073667125,0.0725703806,0.0737719517,0.0748714652,0.0737719517,0.0749239858,0.07374427509999999,0.0750814811,0.0694348093,0.0694348093,0.0694348093,0.0706308115,0.0682433741,0.0682433741,0.0682433741,0.0693359262,0.071779183,0.071779183,0.0,0.0,0.0037889784000000003,0.0009421839,0.0009421839,0.0009421839,0.0018856468,0.0037912714000000003,0.0037912714000000003,0.0331859055,0.0342620327,0.0355124998,0.03531919,0.0352462286
Plyn_HSG3-10,0.0725703806,0.0725703806,0.0725703806,0.0725703806,0.0725703806,0.0725703806,0.0725703806,0.0725703806,0.0725703806,0.0725703806,0.0725703806,0.0725703806,0.0725703806,0.0725703806,0.073667125,0.073667125,0.073667125,0.073667125,0.073667125,0.073667125,0.0725703806,0.0737719517,0.0748714652,0.0737719517,0.0749239858,0.07374427509999999,0.0750814811,0.0694348093,0.0694348093,0.0694348093,0.0706308115,0.0682433741,0.0682433741,0.0682433741,0.0693359262,0.071779183,0.071779183,0.0,0.0,0.0037889784000000003,0.0009421839,0.0009421839,0.0009421839,0.0018856468,0.0037912714000000003,0.0037912714000000003,0.0331859055,0.0342620327,0.0355124998,0.03531919,0.0352462286
Plyn_SD11-9,0.07503076389999999,0.07503076389999999,0.07503076389999999,0.07503076389999999,0.07503076389999999,0.07503076389999999,0.07503076389999999,0.07503076389999999,0.07503076389999999,0.07503076389999999,0.07503076389999999,0.07503076389999999,0.07503076389999999,0.07503076389999999,0.0761338805,0.0761338805,0.0761338805,0.0761338805,0.0761338805,0.0761338805,0.07503076389999999,0.0762424741,0.07734837110000001,0.0762424741,0.0774029343,0.076213961,0.0775663492,0.0718817972,0.0718817972,0.0718817972,0.0730879416,0.0706802517,0.0706802517,0.0706802517,0.071779183,0.07424473549999999,0.07424473549999999,0.0037889784000000003,0.0037889784000000003,0.0,0.0028398115000000004,0.0028398115000000004,0.0028398115000000004,0.0037889784000000003,0.005713644,0.005713644,0.0374350377,0.0385260121,0.0399403915,0.0395950172,0.039512882400000005
Plyn_ShKm41,0.0714748856,0.0714748856,0.0714748856,0.0714748856,0.0714748856,0.0714748856,0.0714748856,0.0714748856,0.0714748856,0.0714748856,0.0714748856,0.0714748856,0.0714748856,0.0714748856,0.0725703806,0.0725703806,0.0725703806,0.0725703806,0.0725703806,0.0725703806,0.0714748856,0.0726736869,0.0737719517,0.0726736869,0.0738236463,0.0726463447,0.0739787526,0.0683407362,0.0683407362,0.0683407362,0.0695339576,0.0671520784,0.0671520784,0.0671520784,0.0682433741,0.0706802517,0.0706802517,0.0009421839,0.0009421839,0.0028398115000000004,0.0,0.0,0.0,0.0009421839,0.0028415276,0.0028415276,0.034213750099999996,0.0352925981,0.0365814419,0.0363517697,0.036276659700000005
Plyn_TRB101-1,0.0714748856,0.0714748856,0.0714748856,0.0714748856,0.0714748856,0.0714748856,0.0714748856,0.0714748856,0.0714748856,0.0714748856,0.0714748856,0.0714748856,0.0714748856,0.0714748856,0.0725703806,0.0725703806,0.0725703806,0.0725703806,0.0725703806,0.0725703806,0.0714748856,0.0726736869,0.0737719517,0.0726736869,0.0738236463,0.0726463447,0.0739787526,0.0683407362,0.0683407362,0.0683407362,0.0695339576,0.0671520784,0.0671520784,0.0671520784,0.0682433741,0.0706802517,0.0706802517,0.0009421839,0.0009421839,0.0028398115000000004,0.0,0.0,0.0,0.0009421839,0.0028415276,0.0028415276,0.034213750099999996,0.0352925981,0.0365814419,0.0363517697,0.036276659700000005
Plyn_TRB101-4,0.0714748856,0.0714748856,0.0714748856,0.0714748856,0.0714748856,0.0714748856,0.0714748856,0.0714748856,0.0714748856,0.0714748856,0.0714748856,0.0714748856,0.0714748856,0.0714748856,0.0725703806,0.0725703806,0.0725703806,0.0725703806,0.0725703806,0.0725703806,0.0714748856,0.0726736869,0.0737719517,0.0726736869,0.0738236463,0.0726463447,0.0739787526,0.0683407362,0.0683407362,0.0683407362,0.0695339576,0.0671520784,0.0671520784,0.0671520784,0.0682433741,0.0706802517,0.0706802517,0.0009421839,0.0009421839,0.0028398115000000004,0.0,0.0,0.0,0.0009421839,0.0028415276,0.0028415276,0.034213750099999996,0.0352925981,0.0365814419,0.0363517697,0.036276659700000005
Plyn_PO16-1,0.0703806412,0.0703806412,0.0703806412,0.0703806412,0.0703806412,0.0703806412,0.0703806412,0.0703806412,0.0703806412,0.0703806412,0.0703806412,0.0703806412,0.0703806412,0.0703806412,0.0714748856,0.0714748856,0.0714748856,0.0714748856,0.0714748856,0.0714748856,0.0703806412,0.07157667179999999,0.0726736869,0.07157667179999999,0.0727245577,0.0715496661,0.0728772798,0.06724792,0.06724792,0.06724792,0.0684383598,0.0660620404,0.0660620404,0.0660620404,0.0671520784,0.0695825776,0.0695825776,0.0018856468,0.0018856468,0.0037889784000000003,0.0009421839,0.0009421839,0.0009421839,0.0,0.0018930663,0.0018930663,0.0331859055,0.0342620327,0.0355124998,0.03531919,0.0352462286
Plyn_C8-2,0.0702806421,0.0702806421,0.0702806421,0.0702806421,0.0702806421,0.0702806421,0.0702806421,0.0702806421,0.0702806421,0.0702806421,0.0702806421,0.0702806421,0.0702806421,0.0702806421,0.0713733706,0.0713733706,0.0713733706,0.0713733706,0.0713733706,0.0713733706,0.0702806421,0.0714748856,0.0725703806,0.0714748856,0.0726211091,0.0714479458,0.07277341150000001,0.0671520784,0.0671520784,0.0671520784,0.0683407362,0.065967972,0.065967972,0.065967972,0.0670564936,0.06948329269999999,0.06948329269999999,0.0037912714000000003,0.0037912714000000003,0.005713644,0.0028415276,0.0028415276,0.0028415276,0.0018930663,0.0,0.0,0.031006073199999998,0.0320721452,0.0332363759,0.0331208026,0.0330526855
Plyn_V105-1,0.0702806421,0.0702806421,0.0702806421,0.0702806421,0.0702806421,0.0702806421,0.0702806421,0.0702806421,0.0702806421,0.0702806421,0.0702806421,0.0702806421,0.0702806421,0.0702806421,0.0713733706,0.0713733706,0.0713733706,0.0713733706,0.0713733706,0.0713733706,0.0702806421,0.0714748856,0.0725703806,0.0714748856,0.0726211091,0.0714479458,0.07277341150000001,0.0671520784,0.0671520784,0.0671520784,0.0683407362,0.065967972,0.065967972,0.065967972,0.0670564936,0.06948329269999999,0.06948329269999999,0.0037912714000000003,0.0037912714000000003,0.005713644,0.0028415276,0.0028415276,0.0028415276,0.0018930663,0.0,0.0,0.031006073199999998,0.0320721452,0.0332363759,0.0331208026,0.0330526855
Pcaud_Kr113-3,0.0740328027,0.0740328027,0.0740328027,0.0740328027,0.0740328027,0.0740328027,0.0740328027,0.0740328027,0.0740328027,0.0740328027,0.0740328027,0.0740328027,0.0740328027,0.0740328027,0.07513632940000001,0.07513632940000001,0.07513632940000001,0.07513632940000001,0.07513632940000001,0.07513632940000001,0.0740328027,0.0728265203,0.076350006,0.0752436891,0.0764038895,0.0752154367,0.0765653516,0.065735127,0.065735127,0.065735127,0.0669147702,0.064559998,0.064559998,0.064559998,0.0656419393,0.0690430049,0.0690430049,0.0331859055,0.0331859055,0.0374350377,0.034213750099999996,0.034213750099999996,0.034213750099999996,0.0331859055,0.031006073199999998,0.031006073199999998,0.0,0.0009434658,0.0019567136,0.0028436871999999998,0.0047552623
Pcaud_K5-2,0.0752436891,0.0752436891,0.0752436891,0.0752436891,0.0752436891,0.0752436891,0.0752436891,0.0752436891,0.0752436891,0.0752436891,0.0752436891,0.0752436891,0.0752436891,0.0752436891,0.076350006,0.076350006,0.076350006,0.076350006,0.076350006,0.076350006,0.0752436891,0.0740328027,0.077568302,0.0764591916,0.07762317860000001,0.0764305369,0.07778751490000001,0.0669147702,0.0669147702,0.0669147702,0.0680989399,0.065735127,0.065735127,0.065735127,0.06681982610000001,0.0702317574,0.0702317574,0.0342620327,0.0342620327,0.0385260121,0.0352925981,0.0352925981,0.0352925981,0.0342620327,0.0320721452,0.0320721452,0.0009434658,0.0,0.0029412742,0.0037993335,0.005717982700000001
Pcaud_43c3d,0.07829582759999999,0.07829582759999999,0.07829582759999999,0.07829582759999999,0.07829582759999999,0.07829582759999999,0.07829582759999999,0.07829582759999999,0.07829582759999999,0.07829582759999999,0.07829582759999999,0.07829582759999999,0.07829582759999999,0.07829582759999999,0.0794484974,0.0794484974,0.0794484974,0.0794484974,0.0794484974,0.0794484974,0.07829582759999999,0.07703026190000001,0.0807220509,0.0795663761,0.080781544,0.07953565480000001,0.08095944320000001,0.0695952624,0.0695952624,0.0695952624,0.0695952624,0.0683634253,0.0683634253,0.0683634253,0.0694928286,0.07305107150000001,0.07305107150000001,0.0355124998,0.0355124998,0.0399403915,0.0365814419,0.0365814419,0.0365814419,0.0355124998,0.0332363759,0.0332363759,0.0019567136,0.0029412742,0.0,0.0049259725,0.0059274201
Pcaud_CA,0.0715747762,0.0715747762,0.0715747762,0.0715747762,0.0715747762,0.0715747762,0.0715747762,0.0715747762,0.0715747762,0.0715747762,0.0715747762,0.0715747762,0.0715747762,0.0715747762,0.0726719109,0.0726719109,0.0726719109,0.0726719109,0.0726719109,0.0726719109,0.0715747762,0.07037862240000001,0.0738754157,0.0727755021,0.0739272602,0.0727480907,0.0740828088,0.0635230583,0.0635230583,0.0635230583,0.064696348,0.064696348,0.064696348,0.064696348,0.0657805906,0.06918916480000001,0.06918916480000001,0.03531919,0.03531919,0.0395950172,0.0363517697,0.0363517697,0.0363517697,0.03531919,0.0331208026,0.0331208026,0.0028436871999999998,0.0037993335,0.0049259725,0.0,0.0018893493
Pcaud_GB4-26,0.0692373074,0.0692373074,0.0692373074,0.0692373074,0.0692373074,0.0692373074,0.0692373074,0.0692373074,0.0692373074,0.0692373074,0.0692373074,0.0692373074,0.0692373074,0.0692373074,0.07032959700000001,0.07032959700000001,0.07032959700000001,0.07032959700000001,0.07032959700000001,0.07032959700000001,0.0692373074,0.0680494305,0.07152479490000001,0.0704297335,0.0715747762,0.07040309780000001,0.071724918,0.0612347684,0.0612347684,0.0612347684,0.0623998844,0.0623998844,0.0623998844,0.0623998844,0.0634793126,0.066868442,0.066868442,0.0352462286,0.0352462286,0.039512882400000005,0.036276659700000005,0.036276659700000005,0.036276659700000005,0.0352462286,0.0330526855,0.0330526855,0.0047552623,0.005717982700000001,0.0059274201,0.0018893493,0.0
